date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2024-02-23,-8,3,0,4,0,0,-2,0,3,-16,0,6,0,3,-3,6,4,11,-1,9,-5,-2,-3,0,2,6,0,-2,1
2024-02-26,-1,0,0,0,10,0,0,0,3,-9,0,1,0,3,-4,0,0,8,451,0,-2,-5,0,0,1,0,0,1,0
2024-02-27,6,8,0,2,13,0,22,0,0,4,0,7,0,3,1,6,4,7,10,9,4,5,9,0,2,-6,0,8,1
2024-02-28,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-02-29,-2,7,0,-1,2,0,-3,0,1,-8,0,1,0,94,-4,1,4,2,-3,3,-4,-8,3,0,1,1,0,1,3
2024-03-01,0,13,0,0,9,0,14,0,-1,0,0,1,0,0,0,1,4,0,8,-3,0,0,11,0,0,-1,0,5,0
2024-03-04,-9,1,0,-1,-1,0,-4,0,0,0,0,3,0,1,-4,5,7,10,-5,7,-6,-5,-2,0,0,4,0,-2,2
2024-03-05,-8,0,0,-1,0,0,-2,0,1,0,0,5,0,0,-4,2,5,11,-4,8,-6,-4,-3,0,0,0,0,-1,0
2024-03-06,-7,0,0,1,0,0,-2,0,0,0,0,0,0,0,-3,0,3,12,-2,8,-5,-4,-2,0,0,0,0,-1,0
2024-03-07,-7,0,0,0,0,0,-2,0,0,0,0,0,0,0,-3,2,1,12,-2,8,-5,-4,-2,0,0,0,0,-1,0
2024-03-08,-7,0,0,0,0,0,-2,0,0,0,0,0,0,0,-3,1,0,12,-2,8,-5,-4,-2,0,0,0,0,-1,0
2024-03-11,-7,0,0,0,0,0,-2,0,0,0,0,0,0,0,-3,1,1,12,-2,8,-5,-4,-2,0,0,0,0,-1,0
2024-03-12,-11,-2,0,0,-4,0,-13,0,5,0,2,6,0,1,-3,3,6,8,-6,7,-9,-6,-5,0,2,7,0,-3,4
2024-03-13,-8,6,0,0,0,0,1057,0,0,0,-2,0,0,0,-3,5,0,10,-2,7,-5,-5,-1,0,0,0,0,287,0
2024-03-14,6,8,0,2,13,0,22,0,-6,4,0,14,0,3,1,19,23,7,10,61,4,5,9,0,2,-8,0,8,9
2024-03-15,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,-3,0,8,0
2024-03-18,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-03-19,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-03-20,0,11,0,0,6,0,0,0,0,-7,0,0,0,5,-1,0,0,3,-2,0,-2,-4,6,0,0,0,0,3,1
2024-03-21,-4,1,0,8,2,0,-7,0,3,-9,0,5,0,1,-5,2,5,6,-2,3,-6,-5,-1,0,6,2,0,3,1
2024-03-22,-3,6,0,0,0,0,-1,0,-1,0,0,-2,0,0,-4,0,0,6,-3,2,-3,-6,5,0,2,0,0,3,0
2024-03-25,-6,0,0,0,0,0,-9,0,3,0,0,5,0,0,0,0,5,5,-4,0,-7,-6,-1,0,5,0,0,0,1
2024-03-26,-5,0,0,0,0,0,-8,0,3,0,0,6,0,0,0,0,5,6,-3,0,-8,-6,-1,0,4,0,0,1,1
2024-03-27,-5,0,0,0,0,0,-8,0,3,0,0,6,0,0,0,0,5,6,-3,0,-8,-6,-1,0,4,0,0,1,1
2024-03-28,-5,0,0,0,0,0,-8,0,3,0,0,6,0,1,0,0,5,6,-3,0,-8,-6,-1,0,4,0,0,0,0
2024-04-01,-5,0,0,0,0,0,-8,0,0,0,0,6,0,0,0,0,5,6,-3,0,-8,-6,-1,0,5,0,0,1,0
2024-04-02,-5,0,0,0,0,0,-9,0,1,0,0,0,0,0,0,0,0,0,-4,0,0,-7,-1,0,5,0,0,1,0
2024-04-03,-5,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,-7,79,0,5,0,0,0,0
2024-04-04,0,9,0,0,12,0,19,6,-12,0,0,32,0,3,0,2,30,0,9,-1,6,5,9,0,0,-2,0,9,2
2024-04-05,0,4,0,0,13,0,18,0,-3,0,0,0,0,1,0,0,0,0,1,-1,0,0,12,0,0,0,0,7,-1
2024-04-08,-5,0,0,0,0,0,-9,-2,1,0,0,0,0,0,0,0,0,0,-4,0,-5,-7,21,0,7,5,0,0,0
2024-04-09,-3,12,0,0,2,0,49,-4,-1,0,0,0,0,0,0,0,0,7,-2,0,-1,-6,6,0,0,-4,0,0,0
2024-04-10,255,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-3,0,0,-5,1,0,0,-1,0,0,0
2024-04-11,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,3,4,5,9,0,2,0,0,8,6
2024-04-12,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-04-15,-3,12,0,0,6,0,12,0,0,-2,0,0,0,6,0,0,0,0,1,0,8,-1,11,0,0,0,0,1,0
2024-04-16,-1,12,0,4,2,0,56,0,0,-6,0,0,0,2,-1,0,0,7,-3,6,0,-5,1,0,0,0,0,2,0
2024-04-17,-3,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,-3,0,0,-5,0,0,0,0,0,1,0
2024-04-18,-4,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,-7,2,0,-6,-1,0,0,7,0,1,0
2024-04-19,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,0,-8,0,0,0,0,0,2,0
2024-04-22,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,-6,-1,0,0,5,0,0,0
2024-04-23,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,13,4,5,9,0,2,-8,0,8,0
2024-04-24,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,-4,0,8,0
2024-04-25,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-04-26,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-04-29,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-04-30,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-01,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-02,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-03,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-06,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-07,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-08,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-09,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-10,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-13,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-14,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-15,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-16,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-17,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-20,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-21,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-22,0,6,0,0,14,0,21,0,0,84,0,0,0,2,0,0,0,0,9,0,0,1,9,0,0,0,0,7,0
2024-05-23,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-05-24,2,8,0,2,14,0,21,5,0,4,0,0,0,2,1,0,1,6,9,0,6,5,9,1,4,0,0,7,0
2024-05-28,-5,5,0,-2,1,0,-5,-2,0,0,0,0,0,2,-4,4,3,6,-5,4,-5,-8,1,0,5,0,0,0,1
2024-05-29,-3,0,0,-1,1,0,-8,-3,0,0,0,0,0,0,-5,0,0,9,-7,7,-3,-7,252,0,3,0,0,1,1
2024-05-30,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,4,4,7,10,11,4,5,9,-1,2,0,0,8,0
2024-05-31,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-03,-3,11,0,47,7,0,0,0,0,-6,0,0,0,5,0,0,0,0,0,0,-1,-5,10,0,4,0,0,5,0
2024-06-04,-3,9,0,0,11,0,19,0,0,-2,0,0,0,4,16,0,0,2,7,0,0,0,9,0,0,0,0,4,1
2024-06-05,-1,6,0,0,0,0,-2,0,0,0,0,0,0,1,0,5,0,6,-2,4,-6,-6,4,0,0,1,0,2,1
2024-06-06,-4,653,0,0,0,0,-8,0,0,0,0,6,0,0,0,0,6,8,-3,1,-7,-6,41,0,0,4,0,2,0
2024-06-07,6,8,0,2,13,0,22,0,0,4,0,6,0,3,1,5,6,7,10,5,4,5,9,0,2,-5,0,8,2
2024-06-10,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-11,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-12,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-13,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-14,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-17,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-18,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-20,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-21,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-06-24,2,8,0,2,14,0,21,5,0,40,0,0,0,2,1,0,1,6,9,0,6,5,9,1,4,0,0,7,0
2024-06-25,2,8,0,2,14,0,21,5,0,0,0,0,0,2,1,0,1,6,9,0,6,5,9,1,4,0,0,7,0
2024-06-26,-4,96,0,-1,1,0,-8,-5,0,0,0,6,0,0,-5,0,6,8,-3,5,-7,-6,108,2,3,5,0,1,0
2024-06-27,6,8,0,2,13,0,22,5,0,4,0,6,0,3,1,0,8,7,10,5,4,5,9,0,2,-5,0,8,0
2024-06-28,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-07-01,0,8,0,0,14,0,21,0,0,8,0,0,0,2,0,0,0,5,9,0,6,0,9,0,0,0,0,7,0
2024-07-02,-5,7,0,1,3,3,-2,0,0,0,0,0,0,3,-2,3,3,5,-1,2,-7,-7,5,0,3,0,0,422,3
2024-07-03,-5,9,0,28,4,0,0,0,0,0,0,0,0,1,7,2,0,3,398,4,-2,-6,8,0,0,0,0,4,2
2024-07-05,6,8,0,2,13,-3,22,0,0,4,0,0,0,3,1,5,3,7,10,6,4,5,9,0,2,0,0,8,5
2024-07-08,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-07-09,0,9,0,0,12,0,19,6,0,0,0,0,0,1,0,0,0,0,9,0,0,4,9,0,0,0,0,9,0
2024-07-10,-6,-1,0,-2,-2,0,-12,-6,6,-8,1,5,0,1,-2,2,6,7,-6,7,-8,-6,-6,0,2,8,0,-1,1
2024-07-11,-5,12,0,2,4,0,4,0,-3,0,-1,5,0,5,0,0,6,4,1,4,-5,-7,8,0,3,-2,0,4,6
2024-07-12,2,5,0,0,0,0,-7,0,3,0,0,0,0,0,0,4,5,3,-6,3,-7,-8,0,2,3,0,0,3,3
2024-07-15,-5,-1,0,0,-1,0,-11,0,4,0,0,5,0,1,0,2,6,7,-5,5,-7,-5,-5,2,2,6,0,-1,1
2024-07-16,-2,80,0,0,0,0,-7,0,0,0,0,6,0,3,0,0,5,5,-3,1,-5,-6,-1,0,0,5,0,34,0
2024-07-17,2,8,0,2,14,0,21,5,-4,0,0,11,0,2,1,8,1,6,9,20,6,5,9,1,4,-7,0,7,11
2024-07-18,0,8,0,0,14,0,21,5,0,0,0,0,0,2,0,0,0,6,9,0,6,5,9,0,3,-7,0,7,0
2024-07-19,-2,-1,0,-1,0,0,-11,-4,4,0,0,5,0,0,-1,3,5,6,-6,4,-5,-6,-2,1,1,3,0,0,1
2024-07-22,185,15,0,1,0,0,-9,-5,3,0,0,5,0,3,0,0,4,5,-5,0,-4,-7,79,0,2,0,0,3,0
2024-07-23,6,8,0,2,13,0,22,1,-7,4,0,10,0,3,1,3,26,7,10,4,4,5,9,0,2,-6,0,8,1
2024-07-24,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-07-25,2,8,0,2,14,0,21,5,0,8,0,0,0,2,1,0,1,6,9,0,6,5,9,1,4,0,0,7,0
2024-07-26,0,8,0,0,14,0,21,0,0,0,0,0,0,1,0,0,0,0,9,0,2,1,9,0,0,0,0,7,0
2024-07-29,14,32,0,6,0,0,-9,-5,2,0,0,5,0,0,-3,0,4,5,-5,0,-4,-6,36,1,3,0,0,1,0
2024-07-30,2,8,0,2,14,0,21,5,-2,0,0,5,0,2,1,0,1,6,9,0,6,5,9,1,4,0,0,7,0
2024-07-31,-2,0,0,2,5,0,0,-3,0,0,0,0,0,0,-1,0,0,8,59,0,127,-5,0,-1,0,0,0,2,0
2024-08-01,6,8,0,2,13,0,22,2,0,4,0,0,0,3,1,0,6,7,10,0,4,5,9,0,2,0,0,8,0
2024-08-02,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-08-05,2,8,0,2,14,0,21,5,0,8,0,0,0,2,1,0,1,6,9,0,6,5,9,1,4,0,0,7,0
2024-08-06,14,11,0,6,3,0,10,5,0,0,0,0,0,0,3,0,0,0,0,0,0,-3,11,0,0,0,0,1,0
2024-08-07,0,13,0,0,2,0,3,0,0,0,0,0,0,6,0,0,1,0,0,0,-3,-6,9,-1,0,0,0,3,6
2024-08-08,0,-3,0,0,-4,0,-14,0,7,0,2,4,0,183,0,2,4,5,-8,6,-6,-7,-5,0,1,7,0,84,4
2024-08-09,0,11,0,0,5,0,1,0,-1,0,-1,-2,0,5,0,0,4,0,21,0,-2,-6,9,0,0,-1,0,3,5
2024-08-12,0,9,0,0,5,0,-1,0,-2,0,1,-2,0,2,0,0,0,0,0,2,-2,-7,0,0,0,6,0,4,0
2024-08-13,0,6,0,0,2,0,1097,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,-6,0,0,0,0,0,0,0
2024-08-14,6,8,0,2,13,0,22,0,-3,4,0,0,0,3,1,2,0,7,10,8,4,5,9,0,2,0,0,8,15
2024-08-15,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-08-16,0,9,0,0,12,0,19,6,0,0,0,0,0,3,0,0,0,0,9,0,1,1,9,0,0,0,0,9,0
2024-08-19,12,0,0,4,2,0,-9,-2,5,-8,0,5,0,16,-2,0,0,5,-4,5,-3,-6,-2,0,6,0,0,4,0
2024-08-20,0,10,0,0,0,0,54,-1,-2,0,0,-2,0,1,0,0,0,0,-2,0,-2,-6,6,0,3,0,0,5,0
2024-08-21,0,10,0,0,6,0,0,-2,-2,0,0,-2,0,0,0,0,0,0,-3,0,-3,-6,2,0,0,0,0,4,0
2024-08-22,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-5,4,-1,-7,-2,0,0,6,0,4,0
2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,0,-6,-1,0,2,0,0,5,0
2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,0,-6,-1,0,2,0,0,5,0
2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,0,-6,-1,0,2,0,0,5,0
2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,0,1,0,0,5,0
2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,0,1,0,0,5,0
2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,-1,0,1,0,0,2,0
2024-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,0,1,0,0,5,0
2024-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5,84,0,0,0,0,3,0
2024-09-05,0,8,0,0,14,0,21,5,-1,0,0,1,0,2,0,0,0,6,9,14,6,5,9,0,0,-6,0,7,0
2024-09-06,0,0,0,0,0,0,-1,-4,0,0,0,0,0,1,0,0,0,6,-1,0,-3,-5,0,0,4,0,0,4,0
2024-09-09,0,0,0,0,0,0,-7,-1,0,0,0,0,0,3,0,0,0,6,-5,5,-2,-5,9,0,0,0,0,2,0
2024-09-10,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,1,0,-1,0,-1,-4,0,0,4,0,0,4,0
2024-09-11,0,0,0,0,0,0,-7,0,2,0,0,0,0,2,0,0,0,0,-2,7,0,-5,0,0,0,0,0,2,0
2024-09-12,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-7,0,0,0,2,0,4,0
2024-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-7,0,0,0,1,0,4,0
2024-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-6,0,0,0,0,0,0,0
2024-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-6,0,0,0,0,0,1,0
2024-09-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,-7,0,0,0,0,0,0,0
2024-09-19,0,132,0,0,819,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,1,0
2024-09-20,6,8,0,2,13,0,22,0,-9,4,0,0,0,3,1,0,1,7,10,28,4,5,9,0,2,-3,0,8,0
2024-09-23,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-09-24,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-09-25,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-09-26,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-09-27,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-09-30,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-01,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-02,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-03,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-04,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-07,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-08,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-09,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-10,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-11,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
2024-10-14,0,8,0,0,14,0,21,0,0,64,0,0,0,1,0,0,0,6,9,0,6,3,9,0,0,0,0,7,0
2024-10-15,6,8,0,2,13,0,22,0,0,4,0,0,0,3,1,0,0,7,10,0,4,5,9,0,2,0,0,8,0
